Image,Quality,PSNR,SSIM,FSI,Payload,Max EC,Success
peppers,90,52.20985403949851,0.9950045145734192,287.0,7000,117591,Yes
peppers,90,51.74966937942045,0.994476913071115,321.0,8000,117591,Yes
peppers,90,50.97248710979379,0.9934049888246455,340.0,9000,117591,Yes
peppers,90,49.80235170433072,0.9918009399631691,381.0,10000,117591,Yes
peppers,90,49.5545730250043,0.9913319179593965,448.0,11000,117591,Yes
peppers,90,49.27627669457905,0.9907744378687977,456.0,12000,117591,Yes
peppers,90,48.977077262122336,0.9901178804092248,501.0,13000,117591,Yes
peppers,90,48.60321474261137,0.9893289630685514,547.0,14000,117591,Yes
peppers,90,48.26528459972557,0.9886476610462231,543.0,15000,117591,Yes
splash,50,50.96061500201398,0.9948784789255161,56.0,1000,24846,Yes
splash,50,46.96531329907748,0.9861402567287368,162.0,2000,24846,Yes
splash,50,45.4653002661195,0.9812770333701207,194.0,3000,24846,Yes
splash,50,44.36510169890647,0.9762235173227112,244.0,4000,24846,Yes
splash,50,43.41330634211737,0.9710552622958416,311.0,5000,24846,Yes
