Image,Quality,Payload,PSNR,SSIM,FSI,Max EC,Success,,Image,Quality,PSNR,SSIM,FSI,Payload,Max EC,Success,,PSNR DESC,PSNR ASC,SELISIH,,SSIM DESC,SSIM ASC,SELISIH
splash,70,2000,55.72588777,0.998148146,126,40233,Yes,,splash,70,54.70399311,0.998898585,47,2000,40233,Yes,,55.72588777,54.70399311,1.021894663,,0.998148146,0.998898585,-0.000750439
splash,70,3000,53.83129421,0.99729937,176,40233,Yes,,splash,70,53.0414213,0.998127232,59,3000,40233,Yes,,53.83129421,53.0414213,0.789872906,,0.99729937,0.998127232,-0.000827862
splash,70,4000,52.45121747,0.996444356,204,40233,Yes,,splash,70,51.92773695,0.997412001,112,4000,40233,Yes,,52.45121747,51.92773695,0.523480525,,0.996444356,0.997412001,-0.000967645
splash,70,5000,51.38457851,0.995748126,220,40233,Yes,,splash,70,51.07843752,0.996642748,130,5000,40233,Yes,,51.38457851,51.07843752,0.306140988,,0.995748126,0.996642748,-0.000894622
splash,70,6000,50.54834708,0.99504322,234,40233,Yes,,splash,70,50.3898036,0.995811882,155,6000,40233,Yes,,50.54834708,50.3898036,0.158543479,,0.99504322,0.995811882,-0.000768662
splash,70,7000,49.75390972,0.994485156,237,40233,Yes,,splash,70,49.77882581,0.994862257,218,7000,40233,Yes,,49.75390972,49.77882581,-0.024916091,,0.994485156,0.994862257,-0.000377101
splash,70,8000,49.16399585,0.993655815,314,40233,Yes,,splash,70,49.31370546,0.99431298,271,8000,40233,Yes,,49.16399585,49.31370546,-0.149709614,,0.993655815,0.99431298,-0.000657165
splash,70,9000,48.66033095,0.992690779,395,40233,Yes,,splash,70,48.89027866,0.993869256,282,9000,40233,Yes,,48.66033095,48.89027866,-0.229947706,,0.992690779,0.993869256,-0.001178477
splash,70,10000,47.94218564,0.991753856,426,40233,Yes,,splash,70,48.49680735,0.993308222,302,10000,40233,Yes,,47.94218564,48.49680735,-0.554621713,,0.991753856,0.993308222,-0.001554366
splash,70,11000,47.60573665,0.991095583,448,40233,Yes,,splash,70,47.87861466,0.992443585,321,11000,40233,Yes,,47.60573665,47.87861466,-0.272878008,,0.991095583,0.992443585,-0.001348002
splash,70,12000,47.33341441,0.990632454,475,40233,Yes,,splash,70,47.41296531,0.991535516,376,12000,40233,Yes,,47.33341441,47.41296531,-0.079550904,,0.990632454,0.991535516,-0.000903062
splash,70,13000,47.0365931,0.990173389,482,40233,Yes,,splash,70,46.97180397,0.990429442,470,13000,40233,Yes,,47.0365931,46.97180397,0.064789133,,0.990173389,0.990429442,-0.000256053
splash,70,14000,46.32611043,0.988809091,554,40233,Yes,,splash,70,46.67483505,0.990023544,469,14000,40233,Yes,,46.32611043,46.67483505,-0.34872462,,0.988809091,0.990023544,-0.001214453
splash,70,15000,45.953531,0.987985181,575,40233,Yes,,splash,70,46.2809918,0.989236315,489,15000,40233,Yes,,45.953531,46.2809918,-0.327460798,,0.987985181,0.989236315,-0.001251134
splash,80,1000,61.25871727,0.999472201,57,54756,Yes,,splash,80,60.51666553,0.999759909,0,1000,54756,Yes,,61.25871727,60.51666553,0.742051743,,0.999472201,0.999759909,-0.000287708
splash,80,2000,58.14298086,0.998943084,77,54756,Yes,,splash,80,57.69896714,0.999387747,2,2000,54756,Yes,,58.14298086,57.69896714,0.444013717,,0.998943084,0.999387747,-0.000444663
splash,80,3000,56.31061198,0.998429992,103,54756,Yes,,splash,80,56.01528175,0.998974939,23,3000,54756,Yes,,56.31061198,56.01528175,0.29533023,,0.998429992,0.998974939,-0.000544947
splash,80,4000,55.03185332,0.99795419,129,54756,Yes,,splash,80,54.81883967,0.998519629,52,4000,54756,Yes,,55.03185332,54.81883967,0.213013648,,0.99795419,0.998519629,-0.000565439
splash,80,5000,54.02960386,0.99748237,139,54756,Yes,,splash,80,53.88082297,0.998054008,68,5000,54756,Yes,,54.02960386,53.88082297,0.148780893,,0.99748237,0.998054008,-0.000571638
splash,80,6000,53.23001243,0.99708215,156,54756,Yes,,splash,80,53.13338254,0.997567783,79,6000,54756,Yes,,53.23001243,53.13338254,0.096629891,,0.99708215,0.997567783,-0.000485633
splash,80,7000,52.50359053,0.996677032,179,54756,Yes,,splash,80,52.50123327,0.997052194,99,7000,54756,Yes,,52.50359053,52.50123327,0.002357262,,0.996677032,0.997052194,-0.000375162
splash,80,8000,51.8610172,0.99639754,144,54756,Yes,,splash,80,51.97192378,0.996522254,147,8000,54756,Yes,,51.8610172,51.97192378,-0.110906581,,0.99639754,0.996522254,-0.000124714
splash,80,9000,51.38412295,0.995916931,229,54756,Yes,,splash,80,51.49499425,0.996178716,169,9000,54756,Yes,,51.38412295,51.49499425,-0.110871299,,0.995916931,0.996178716,-0.000261785
splash,80,10000,50.94519478,0.995404152,292,54756,Yes,,splash,80,51.11882845,0.995928234,170,10000,54756,Yes,,50.94519478,51.11882845,-0.173633668,,0.995404152,0.995928234,-0.000524082
splash,80,11000,50.47039569,0.994930151,326,54756,Yes,,splash,80,50.74780488,0.995570339,198,11000,54756,Yes,,50.47039569,50.74780488,-0.277409194,,0.994930151,0.995570339,-0.000640188
splash,80,12000,50.17362068,0.994543415,323,54756,Yes,,splash,80,50.41984012,0.995197265,201,12000,54756,Yes,,50.17362068,50.41984012,-0.246219443,,0.994543415,0.995197265,-0.00065385
splash,80,13000,49.89073886,0.99415566,350,54756,Yes,,splash,80,50.11857675,0.994798573,207,13000,54756,Yes,,49.89073886,50.11857675,-0.227837895,,0.99415566,0.994798573,-0.000642913
splash,80,14000,49.61533329,0.993814052,363,54756,Yes,,splash,80,49.70340756,0.994289808,259,14000,54756,Yes,,49.61533329,49.70340756,-0.088074274,,0.993814052,0.994289808,-0.000475756
splash,80,15000,49.35402778,0.993544643,347,54756,Yes,,splash,80,49.40726841,0.993782451,315,15000,54756,Yes,,49.35402778,49.40726841,-0.053240629,,0.993544643,0.993782451,-0.000237808
splash,90,1000,65.13284704,0.999767403,38,89463,Yes,,splash,90,64.46290448,0.999889158,16,1000,89463,Yes,,65.13284704,64.46290448,0.669942559,,0.999767403,0.999889158,-0.000121755
splash,90,2000,61.92206164,0.999516747,42,89463,Yes,,splash,90,61.57938583,0.999731533,21,2000,89463,Yes,,61.92206164,61.57938583,0.342675806,,0.999516747,0.999731533,-0.000214786
splash,90,3000,60.20980777,0.999298832,35,89463,Yes,,splash,90,59.82128417,0.999536404,27,3000,89463,Yes,,60.20980777,59.82128417,0.388523597,,0.999298832,0.999536404,-0.000237572
splash,90,4000,58.91950259,0.999066995,37,89463,Yes,,splash,90,58.63445008,0.99933839,35,4000,89463,Yes,,58.91950259,58.63445008,0.285052506,,0.999066995,0.99933839,-0.000271395
splash,90,5000,57.91262286,0.998832595,35,89463,Yes,,splash,90,57.67145639,0.999122337,9,5000,89463,Yes,,57.91262286,57.67145639,0.24116647,,0.998832595,0.999122337,-0.000289742
splash,90,6000,57.10979568,0.998634431,38,89463,Yes,,splash,90,56.92820413,0.998915407,32,6000,89463,Yes,,57.10979568,56.92820413,0.181591549,,0.998634431,0.998915407,-0.000280976
splash,90,7000,56.41961052,0.998435326,63,89463,Yes,,splash,90,56.29723182,0.998684629,13,7000,89463,Yes,,56.41961052,56.29723182,0.122378705,,0.998435326,0.998684629,-0.000249303
splash,90,8000,55.83396925,0.998244119,16,89463,Yes,,splash,90,55.71571059,0.998465492,-6,8000,89463,Yes,,55.83396925,55.71571059,0.118258663,,0.998244119,0.998465492,-0.000221373
splash,90,9000,55.31721881,0.998079897,27,89463,Yes,,splash,90,55.25056109,0.998235832,8,9000,89463,Yes,,55.31721881,55.25056109,0.066657723,,0.998079897,0.998235832,-0.000155935
splash,90,10000,54.83222914,0.99794157,12,89463,Yes,,splash,90,54.81752617,0.998005564,-3,10000,89463,Yes,,54.83222914,54.81752617,0.014702973,,0.99794157,0.998005564,-6.39938E-05
splash,90,11000,54.50080314,0.997820319,36,89463,Yes,,splash,90,54.54055726,0.997898778,26,11000,89463,Yes,,54.50080314,54.54055726,-0.039754118,,0.997820319,0.997898778,-7.84588E-05
splash,90,12000,54.28258777,0.997679134,50,89463,Yes,,splash,90,54.31570276,0.997811783,5,12000,89463,Yes,,54.28258777,54.31570276,-0.033114989,,0.997679134,0.997811783,-0.000132649
splash,90,13000,54.05778895,0.997534151,69,89463,Yes,,splash,90,54.11431964,0.997712642,11,13000,89463,Yes,,54.05778895,54.11431964,-0.056530689,,0.997534151,0.997712642,-0.000178491
splash,90,14000,53.85394543,0.997404316,62,89463,Yes,,splash,90,53.90836916,0.997599804,2,14000,89463,Yes,,53.85394543,53.90836916,-0.054423735,,0.997404316,0.997599804,-0.000195488
splash,90,15000,53.65522065,0.997274541,44,89463,Yes,,splash,90,53.71527947,0.997477971,3,15000,89463,Yes,,53.65522065,53.71527947,-0.060058815,,0.997274541,0.997477971,-0.00020343
